EIN2,F9_00_ORG_NAME_L1,F9_00_ORG_ADDR_CITY,F9_00_ORG_ADDR_STATE,F9_08_REV_PROG_DESC
EIN-01-0638903,INLIQUIDDOTCOM INCORPORATED,PHILADELPHIA,PA,999999.0
EIN-01-0638984,WEALTH WATCHERS INC,JACKSONVILLE,FL,531390.0
EIN-01-0639118,ST STEPHENS HUMAN SERVICES INC,MINNEAPOLIS,MN,900099.0
EIN-01-0639118,ST STEPHENS HUMAN SERVICES INC,MINNEAPOLIS,MN,900099.0
EIN-01-0640326,AHWATUKEE CHILDRENS THEATRE INC,PHOENIX,AZ,711190.0
EIN-01-0642617,BEACON-INDEPENDENT LIVING SERVICES,SANTA CRUZ,CA,623000.0
EIN-01-0643676,INTERNATIONAL CULTURAL EXCHANGE ORGANIZATION INC,GOLD RIVER,CA,561300.0
EIN-01-0645244,HEAD START OF EASTERN ORANGE COUNTY INC,NEWBURGH,NY,624410.0
EIN-01-0646166,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL INC,INDIANAPOLIS,IN,622110.0
EIN-01-0648145,ORTHOCAROLINA RESEARCH INSTITUTE INC,CHARLOTTE,NC,900099.0
EIN-01-0649794,HACKENSACK MERIDIAN HEALTH INC,EDISON,NJ,622110.0
EIN-01-0652065,CAMPUS THEATRE LIMITED,LEWISBURG,PA,713990.0
EIN-01-0652445,RODNEY STREET TENNIS ASSOCIATION,WILMINGTON,DE,713990.0
EIN-01-0659069,AMERICAN YOUTH TABLE TENNIS ORGANIZATION,NEW YORK,NY,624100.0
EIN-01-0659307,JEFFERSON PARK MINISTRIES INC,ELIZABETH,NJ,624100.0
EIN-01-0659623,MORRIS CREEK WATERSHED ASSOCIATION INC,MONTGOMERY,WV,999999.0
EIN-01-0659863,RAW INSPIRATION INC,CALABASAS,CA,561000.0
EIN-01-0660421,JEFFERSON STREET SENIOR HOUSING CORPORATION,OAKLAND,CA,531110.0
EIN-01-0665790,COUNCIL OF STATE ARCHIVISTS,FRANKFORT,KY,519100.0
EIN-01-0669150,GRANTMAKERS FOR EFFECTIVE ORGANIZATIONS,WASHINGTON,DC,900099.0
EIN-01-0674228,PRESERVATION CHICAGO NFP,CHICAGO,IL,900099.0
EIN-01-0674962,SHINER NURSING AND REHABILITATION CENTER INC,SHINER,TX,623000.0
EIN-01-0679652,ACTS COMMUNITY DEVELOPMENT CORPORATION,BROOKLYN,NY,611700.0
EIN-01-0681650,VIRGINIA STATE UNIVERSITY REAL ESTATE FOUNDATION,PETERSBURG,VA,531310.0
EIN-01-0682859,MUTUAL FUND DIRECTORS FORUM,WASHINGTON,DC,900099.0
EIN-01-0684796,BOUNDLESS BEHAVIORAL HEALTH INC,WORTHINGTON,OH,611710.0
EIN-01-0687154,NORTHEASTERN ECONOMIC DEVELOPMENT COMPANY OF PA CDC INC,MOOSIC,PA,541900.0
EIN-01-0688619,WHITE OAK GROVE OUTREACH CENTER,DRY FORK,VA,611710.0
EIN-01-0690378,PERRY MENNONITE RECEPTION CENTER INC,LANDISBURG,PA,624110.0
EIN-01-0693398,CENTER HELPING OBESITY IN CHILDREN END SUCCESSFULLY INC,KENNESAW,GA,721214.0
EIN-01-0697206,LHASA HAPPY HOMES RESCUE INC,SANTA MONICA,CA,900099.0
EIN-01-0697940,WOMEN IN PROGRESS INC,MINNEAPOLIS,MN,541990.0
EIN-01-0698010,H S C NO 5 HOUSING DEVELOPMENT FUND CO INC,GREENLAWN,NY,531110.0
EIN-01-0698118,INTEGRITY TRANSFORMATIONS COMMUNITY DEVELOPMENT CORPORATION,ATLANTA,GA,900099.0
EIN-01-0702102,UNIVEST FOUNDATION,SOUDERTON,PA,541610.0
EIN-01-0706027,MID-SOUTH MINORITY COUNCIL TADP,MEMPHIS,TN,541610.0
EIN-01-0706379,WESTBY HOUSING ASSOCIATES INC,LA CRESCENT,MN,531110.0
EIN-01-0706544,NEW HORIZON ACADEMY FOR EXCEPTIONAL STUDENTS INC,OCALA,FL,611600.0
EIN-01-0706736,AMERICAN EAGLE LIFECARE CORPORATION,ANN ARBOR,MI,623000.0
EIN-01-0706736,AMERICAN EAGLE LIFECARE CORPORATION,LEXINGTON,KY,623000.0
EIN-01-0708733,DEMOCRACY NOW PRODUCTIONS INC,NEW YORK,NY,515100.0
EIN-01-0710619,WESTWOOD MONTESSORI SCHOOL INC,WESTWOOD,MA,611600.0
EIN-01-0710884,CHRISTIAN OUTDOOR ALLIANCE INC,HARPER,TX,110000.0
EIN-01-0711547,CROSS-GENERATION,PLYMOUTH,MN,624100.0
EIN-01-0714415,NEW JERUSALEM COMMUNITY DEVELOPMENT CORPORATION,MIAMI,FL,900099.0
EIN-01-0714781,ANIMAL TRACKS,SANTA CLARITA,CA,611710.0
EIN-01-0714863,COMMUNITY HOUSING SERVICES INC,SALT LAKE CTY,UT,531110.0
EIN-01-0717561,KIDS HARBOR A MINISTRY OF HARRISONBURG FIRST CHURCH OF THE,ROCKINGHAM,VA,624410.0
EIN-01-0717788,PROVIDING AUTISM LINKS & SUPPORT INC,ORLANDO,FL,611430.0
EIN-01-0718469,VOLUNTEER LAWYER PROGRAM OF NORTHEAST INDIANA INC,FORT WAYNE,IN,541100.0
EIN-01-0719094,HULETTS LANDING VOLUNTEER FIRE COMPANY,HULETTS LNDG,NY,621910.0
EIN-01-0719207,FIRST MEDICAL INSURANCE COMPANT A RISK RETENTION GROUP,COLCHESTER,VT,900099.0
EIN-01-0721958,B-4 SCHOOL OF FAIRLAWN INC,SADDLE BROOK,NJ,611600.0
EIN-01-0725431,TREASURES 4 TEACHERS INC,TEMPE,AZ,900099.0
EIN-01-0728162,COALITION OF COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS INC,WASHINGTON,DC,900099.0
EIN-01-0729039,NORTHEAST WILDERNESS TRUST,MONTPELIER,VT,900099.0
EIN-01-0730325,MOUNT KENYA ACADEMY FOUNDATION INC,ATLANTA,GA,611600.0
EIN-01-0731414,FIGHTING BACK SCHOLARSHIP PROGRAM INC,MALVERN,PA,900099.0
EIN-01-0731855,FRESH START YOUTH SERVICES INC,FRESNO,CA,623990.0
EIN-01-0732253,WHITE EARTH INVESTMENT INITIATIVE,OGEMA,MN,522291.0
EIN-01-0736732,MOUNT ST MARYS HOUSING DEVELOPMENT FUND COMPANY INC,BUFFALO,NY,531110.0
EIN-01-0739765,CHARLESTON ACADEMY OF MUSIC,CHARLESTON,SC,611600.0
EIN-01-0740608,SMART PLACE ADULT AND CHILDREN SERVICES INC,DECATUR,GA,623990.0
EIN-01-0741195,METHOW RECYCLES,TWISP,WA,711120.0
EIN-01-0743626,HOME OF HOPE CANCER WELLNESS CENTERS,DIXON,IL,621990.0
EIN-01-0745483,DOROTHYS SOFT TOUCH CORP,AURORA,CO,623000.0
EIN-01-0746194,TEXAS FAMILY INSTITUTE,ABILENE,TX,621300.0
EIN-01-0749557,THE FIRST TEE OF NEW HAMPSHIRE INC,NORTH HAMPTON,NH,713990.0
EIN-01-0749726,LIVER INSTITUTE & FOUNDATION FOR EDUC & RESEARCH NJ NON-PROFIT CORP,CHARLESTOWN,MA,611710.0
EIN-01-0759717,LAZARUS PROJECT,MENDOTA HTS,MN,611710.0
EIN-01-0759861,ARLINGTON GIRLS SOFTBALL ASSOCIATION,ARLINGTON,VA,731990.0
EIN-01-0762192,HARRY AND JEANETTE WEINBERG VILLAGE 1 INC,BALTIMORE,MD,531110.0
EIN-01-0766197,RESTORATION RESOURCES MINISTRY INC,KETTERING,OH,541900.0
EIN-01-0766844,FURKIDS INC,CUMMING,GA,900099.0
EIN-01-0769456,VENTURA LAND TRUST,VENTURA,CA,611710.0
EIN-01-0771157,ROTTERDAM HOUSING DEVELOPMENT FUND COMPANY INC,ROTTERDAM,NY,531110.0
EIN-01-0771671,SUB-SAHARAN AFRICAN YOUTH AND FAMILY SERVICE IN MINNESOTA,SAINT PAUL,MN,624100.0
EIN-01-0771966,FIBROMUSCULAR DYSPLASIA SOCIETY OF AMERICA INC,NORTH OLMSTED,OH,541900.0
EIN-01-0773281,SU CASA COLUMBUS INC,COLUMBUS,IN,541900.0
EIN-01-0777882,COMMUNITY HOUSING III INC,PORTLAND,OR,531110.0
EIN-01-0777925,ELEVA BROILER FESTIVAL INC,ELEVA,WI,713110.0
EIN-01-0778023,MILE SQUARE THEATRE,HOBOKEN,NJ,711110.0
EIN-01-0778873,EASTON MOUNTAIN INC,GREENWICH,NY,900099.0
EIN-01-0778962,TEXAS ARCHIVE OF THE MOVING IMAGE,AUSTIN,TX,512191.0
EIN-01-0779341,CHOICES FOR COMMUNITY LIVING INC,AMSTERDAM,NY,624200.0
EIN-01-0779814,LEADERSHIP TRANSFORMATIONS INC,LEXINGTON,MA,900099.0
EIN-01-0779978,CENTER FOR AUTOMOTIVE RESEARCH,ANN ARBOR,MI,541700.0
EIN-01-0780689,HOLLENBECK POLICE ACTIVITIES LEAGUE,LOS ANGELES,CA,611710.0
EIN-01-0782573,ADVISORS CHARITABLE GIFT FUND INC,WOBURN,MA,900099.0
EIN-01-0782751,NATIONWIDE CHILDRENS HOSPITAL,COLUMBUS,OH,900099.0
EIN-01-0786082,T W MINISTRIES INC,DOUGLASVILLE,GA,453220.0
EIN-01-0788484,WINDMOOR FOUNDATION INC,SOUTH BEND,IN,721310.0
EIN-01-0788905,MASTER BREWERS ASSOCIATION OF THE AMERICAS INC,SAINT PAUL,MN,541900.0
EIN-01-0793507,SOUTH CAROLINA COMMUNITY LOAN FUND,CHARLESTON,SC,624229.0
EIN-01-0794539,NEW YORK DISASTER INTERFAITH SERVICES INC,NEW YORK,NY,531390.0
EIN-01-0794788,ECUMENICAL COMMUNITY OF CHAUTAUQUA INC,CHAUTAUQUA,NY,900099.0
EIN-01-0794834,INTERNATIONAL SOCIETY FOR AUTISM,KANSAS CITY,MO,541700.0
EIN-01-0796491,YOUTH WITH A MISSION-HOUSTON,HOUSTON,TX,541900.0
EIN-01-0798626,HARRISON CENTER FOR THE ARTS INC,INDIANAPOLIS,IN,900099.0
EIN-01-0801061,FORT WORTH HOPE CENTER,FORT WORTH,TX,611600.0
EIN-01-0801820,CAMDEN COUNTY PARTNERSHIP FOR CHILDREN INC,VOORHEES,NJ,624100.0
EIN-01-0801820,CAMDEN COUNTY PARTNERSHIP FOR CHILDREN INC,VOORHEES,NJ,624100.0
EIN-01-0802772,ST LUKE HOUSING MINISTRY INC,NASHVILLE,TN,531110.0
EIN-01-0803956,SHEPHERDS HEART MINISTRY,PARKER,CO,900099.0
EIN-01-0808430,NORTH CAROLINA OPEN GOVERNMENT COALITION INC,ELON,NC,900099.0
EIN-01-0810429,GOVERNMENT TRAINING SERVICES INC,SAINT PAUL,MN,900099.0
EIN-01-0813367,HOUSING WITH HEART INC,IRVINE,CA,624100.0
EIN-01-0814641,FUSION-FRIENDS UNITED TO SHELTER THE INDIGENT OPPRESSED AND NEEDY,FEDERAL WAY,WA,531110.0
EIN-01-0815503,PLYMOUTH BAY HOUSING CORPORATION,PLYMOUTH,MA,531110.0
EIN-01-0818635,KINGS ACADEMY CHRISTIAN SCHOOL,TYLER,TX,611600.0
EIN-01-0824477,JESUS TEAM MINSISTRIES INC,CORAL SPRINGS,FL,813000.0
EIN-01-0826246,CALIFORNIA COUNCIL OF LAND TRUSTS,SACRAMENTO,CA,900099.0
EIN-01-0836208,HAND IN HAND MANO EN MANO,MILBRIDGE,ME,531110.0
EIN-01-0838477,SOUTHERN IOWA COG HOUSING TRUST FUND,CRESTON,IA,522200.0
EIN-01-0846888,RESTORATION CENTER INC,JUNCTION CITY,KS,621399.0
EIN-01-0848225,YOUTH MEDIA MINDS OF AMERICA,AVONDALE EST,GA,541900.0
EIN-01-0853068,HELPING HANDS CHORE SERVICE INC,WINSTED,CT,621610.0
EIN-01-0858603,THE BRITISH PLAYERS,WASHINGTON,DC,711110.0
EIN-01-0859843,NATIONAL MUSEUM OF WORLD WAR II AVIATION INC,COLORADO SPGS,CO,712110.0
EIN-01-0862158,UNITED METHODIST CHURCH,DALLAS,TX,531120.0
EIN-01-0864466,MHA MERTON HOUSE LLC,TRUMBULL,CT,531110.0
EIN-01-0867393,C R JRS CHIP INC,PITTSBURGH,PA,561500.0
EIN-01-0870395,MUSIC HAVEN INC,NEW HAVEN,CT,711130.0
EIN-01-0870422,MPEG ACCESS INC,MILTON,MA,515100.0
EIN-01-0874029,POLARIS CHARTER ACADEMY,CHICAGO,IL,611110.0
EIN-01-0877292,HURRICANES BASEBALL,FREDERICKSBRG,VA,711210.0
EIN-01-0877614,HEART CHANGE MINISTRIES INC,INDIANAPOLIS,IN,446199.0
EIN-01-0881587,SIERRA NEVADA JOURNEYS,RENO,NV,611600.0
EIN-01-0882815,THE SUPPERS PROGRAMS INC,PRINCETON,NJ,900099.0
EIN-01-0883150,HARBOR THEATER,BOOTHBAY,ME,711300.0
EIN-01-0884285,CATS LEAGUE AND ASSISTANCE OF THE WESTERN SLOPE,GRAND JCT,CO,423000.0
EIN-01-0884383,MILAGRE KIDS SCHOOL INC,PENNSBURG,PA,616000.0
EIN-01-0888847,BETHEL TOWERS INC,ATLANTA,GA,531110.0
EIN-01-0894237,WILLIAMS CHRISTIAN DAYCARE INC,CNTRY CLB HLS,IL,624410.0
EIN-01-0903800,CARMEL IDEAS FOUNDATION,PEBBLE BEACH,CA,713990.0
EIN-01-0908221,HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP,CHICAGO,IL,561000.0
EIN-01-0909860,COMMUNITY CONNECTIONS OF NY INC,BUFFALO,NY,624100.0
EIN-01-0910791,MILES FOR MIGRAINE,JERICHO,VT,541900.0
EIN-01-0914846,COMMUNITY FIRST-AMERICAS CHARITIES,CHANTILLY,VA,900099.0
EIN-01-0918435,BASEL ACTION NETWORK,SEATTLE,WA,900099.0
EIN-01-0919961,PREVENT HOMELESS PETS,BENTON CITY,WA,541940.0
EIN-01-0920352,THE MASONRY FOUNDATION,ALGONQUIN,IL,611430.0
EIN-01-0920922,MIGHTY WRITERS,PHILADELPHIA,PA,611600.0
EIN-01-0921490,IDIGNITY INC,ORLANDO,FL,900099.0
EIN-01-0925282,HERO HOUSE,BELLEVUE,WA,531110.0
EIN-01-0927327,ELECTRIFICATION COALITION FOUNDATION,WASHINGTON,DC,900099.0
EIN-01-0927472,LOVING THUNDER THERAPEUTIC RIDING INC,RIO RANCHO,NM,900099.0
EIN-01-0930709,GLENWOOD FAMILY MINISTRIES,GREENSBORO,NC,900099.0
EIN-01-0944615,URBAN ROOTS GARDEN CLASSROOMS,RENO,NV,611600.0
EIN-01-0945309,JANE PAULEY COMMUNITY HEALTH CENTER INC,INDIANAPOLIS,IN,621400.0
EIN-01-0949125,AVON HIGH SCHOOL CHORAL BOOSTERS,AVON,IN,711300.0
EIN-01-0952753,CARRY THE VISION,GILROY,CA,611710.0
EIN-01-0953997,BEACON OF HOPE MINISTRIES,FORT DODGE,IA,453310.0
EIN-01-0955391,LITTLE BEANS PRESCHOOL CORPORATION,BERKELEY,CA,624410.0
EIN-01-0958081,HIKAALANI,KAILUA,HI,110000.0
EIN-01-0976638,ALLIANCE,DENVER,CO,611430.0
EIN-01-3515109,NORFOLK ARTS CENTER,NORFOLK,NE,711130.0
EIN-01-6004194,FERRY BEACH PARK ASSOCIATION,SACO,ME,900099.0
EIN-01-6004404,UNITED WAY OF KENNEBEC VALLEY,AUGUSTA,ME,900099.0
EIN-01-6010284,SCARBOROUGH PUBLIC LIBRARY,SCARBOROUGH,ME,519100.0
EIN-01-6010628,MUSEUM OF ART OF OGUNQUIT,OGUNQUIT,ME,900099.0
EIN-01-6011376,BETHEL LIBRARY ASSOCIATION,BETHEL,ME,611710.0
EIN-01-6011541,WOMANS LITERARY UNION OF ANDROSCOGGIN COUNTY,AUBURN,ME,900099.0
EIN-01-6012835,ISLANDS COMMUNITY MEDICAL SERVICES INC,VINALHAVEN,ME,621400.0
EIN-01-6013556,MONHEGAN ASSOCIATES INC,OAKLAND,CA,900099.0
EIN-01-6017053,MAINE MEDICAL EDUCATION FOUNDATION,MANCHESTER,ME,522291.0
EIN-01-6019448,MAINE FOREST & LOGGING MUSEUM INC,BRADLEY,ME,452000.0
EIN-01-6020406,YORK COUNTY COMMUNITY ACTION CORP,SANFORD,ME,621400.0
EIN-01-6020566,WALDO COMMUNITY ACTION PARTNERS,BELFAST,ME,624100.0
EIN-01-6021200,MIDCOAST HUMANE,BRUNSWICK,ME,900099.0
EIN-01-6021203,MILBRIDGE MEDICAL CENTER,CHERRYFIELD,ME,531120.0
EIN-01-6022229,NEW ENGLAND FRONTIER CAMP CORPORATION,LOVELL,ME,900099.0
EIN-01-6022468,CASCO LIBRARY ASSOCIATION,CASCO,ME,926110.0
EIN-01-6022787,MEDICAL CARE DEVELOPMENT INCORPORATED,AUGUSTA,ME,623000.0
EIN-01-6023664,HEALTHREACH COMMUNITY HEALTH CENTERS,WATERVILLE,ME,621400.0
EIN-01-6023974,WASHINGTON COUNTY ASSOCIATION FOR RETARDED CITIZENS,MACHIAS,ME,531120.0
EIN-01-6024157,PEJEPSCOT HISTORICAL SOCIETY,BRUNSWICK,ME,900099.0
EIN-01-6029249,CAMP LAUGHING LOON,SACO,ME,900099.0
EIN-01-6044928,AUGUSTA ELECTRICAL JOINT APPRENTICESHIP AND TRAINING FUND,FAIRFIELD,ME,611600.0
EIN-01-6083123,WESTERN FOOTHILLS LAND TRUST,NORWAY,ME,900099.0
EIN-02-0222115,BOY SCOUTS OF AMERICA,MANCHESTER,NH,900099.0
EIN-02-0222116,CARTER COMMUNITY BUILDING ASSOCIATION,LEBANON,NH,713940.0
EIN-02-0222122,CONCORD REGIONAL VISITING NURSE ASSOCIATION INC,CONCORD,NH,621610.0
EIN-02-0222147,KIMBALL UNION ACADEMY,MERIDEN,NH,611710.0
EIN-02-0222164,WAYPOINT,MANCHESTER,NH,624100.0
EIN-02-0222167,NEW HAMPSHIRE ODD FELLOWS HOME,CONCORD,NH,623000.0
EIN-02-0222170,BREATHE NEW HAMPSHIRE,MANCHESTER,NH,900099.0
EIN-02-0222215,ST JOSEPH HOSPITAL OF NASHUA NH,NASHUA,NH,622110.0
EIN-02-0222221,THE WHITE MOUNTAIN SCHOOL,BETHLEHEM,NH,900099.0
EIN-02-0222237,SOCIETY FOR THE PROTECTION OF NEW HAMPSHIRE FORESTS,CONCORD,NH,113310.0
EIN-02-0222237,SOCIETY FOR THE PROTECTION OF NEW HAMPSHIRE FORESTS,CONCORD,NH,113310.0
EIN-02-0222239,TILTON SCHOOL,TILTON,NH,900099.0
EIN-02-0222243,WENTWORTH SENIOR LIVING,PORTSMOUTH,NH,900099.0
EIN-02-0222248,THE GRANITE YMCA,MANCHESTER,NH,813410.0
EIN-02-0222790,ANIMAL RESCUE LEAGUE OF NEW HAMPSHIRE,BEDFORD,NH,900099.0
EIN-02-0223336,NORTH CONWAY COMMUNITY CENTER,NORTH CONWAY,NH,713990.0
EIN-02-0223634,NEW HAMPTON SCHOOL,NEW HAMPTON,NH,611710.0
EIN-02-0224597,SANDWICH HOME INDUSTRIES,CTR SANDWICH,NH,611600.0
EIN-02-0227848,CAMP PASQUANEY,HEBRON,NH,900099.0
EIN-02-0228247,VISITING NURSE ASSOCIATION OF FRANKLIN,FRANKLIN,NH,621610.0
EIN-02-0231026,CORNERSTONE VNA,ROCHESTER,NH,621610.0
EIN-02-0233123,LITTLETON COMMUNITY CENTER,LITTLETON,NH,531120.0
EIN-02-0235170,GAFNEY LIBRARY,SANBORNVILLE,NH,611710.0
EIN-02-0238690,LEAGUE OF NEW HAMPSHIRE ARTS AND CRAFTS HANOVER BRANCH INC,HANOVER,NH,611710.0
EIN-02-0240383,PORTSMOUTH HISTORICAL SOCIETY,PORTSMOUTH,NH,900099.0
EIN-02-0240644,TILTON-NORTHFIELD RECREATION COUNCIL,TILTON,NH,900099.0
EIN-02-0243058,NORTH CONWAY PUBLIC LIBRARY ASSOCIATION,NORTH CONWAY,NH,453310.0
EIN-02-0245312,PROPRIETORS PORTSMOUTH ATHENAEUM,PORTSMOUTH,NH,900099.0
EIN-02-0245614,NEW HAMPSHIRE MUSIC FESTIVAL INC,PLYMOUTH,NH,711130.0
EIN-02-0256864,KEENE SENIOR CITIZENS INC,KEENE,NH,900099.0
EIN-02-0258168,CAMP BERNADETTE INC,GILMANTON IW,NH,713990.0
EIN-02-0258169,CAMP FATIMA INC,GILMANTON IW,NH,713990.0
EIN-02-0258546,NEWFOUND AREA NURSING ASSOCIATION,BRISTOL,NH,621610.0
EIN-02-0259600,NEW HAMPSHIRE WORLD FELLOWSHIP CENTER INC,CONWAY,NH,721210.0
EIN-02-0259874,BOYS & GIRLS CLUB OF CENTRAL NEW HAMPSHIRE INC,CONCORD,NH,900099.0
EIN-02-0261932,HOLT-ELWELL MEMORIAL FOUNDATION,HEBRON,NH,900099.0
EIN-02-0262682,TRUSTEE OF BRANTWOOD CAMP,PETERBOROUGH,NH,721210.0
EIN-02-0262862,SEACOAST MENTAL HEALTH CENTER INC,PORTSMOUTH,NH,624410.0
EIN-02-0262862,SEACOAST MENTAL HEALTH CENTER INC,PORTSMOUTH,NH,624410.0
EIN-02-0264383,RIVERBEND COMMUNITY MENTAL HEALTH INC,CONCORD,NH,621420.0
EIN-02-0266358,BARNSTORMERS INC,TAMWORTH,NH,711110.0
EIN-02-0267404,TRI-COUNTY COMMUNITY ACTION PROGRAM INCORPORATED,BERLIN,NH,623990.0
EIN-02-0268636,COMMUNITY ACTION PARTNERSHIP OF STRAFFORD COUNTY,DOVER,NH,624410.0
EIN-02-0270242,WINDHAM COOPERATIVE KINDERGARTEN INC,WINDHAM,NH,611600.0
EIN-02-0270374,EXETER FINE CRAFTS INC,EXETER,NH,561000.0
EIN-02-0271288,FELLOWSHIP HOUSING OPPORTUNITIES INC,CONCORD,NH,623210.0
EIN-02-0272095,NEW ENGLAND MORGAN HORSE ASSOCIATION INC,AYER,MA,900099.0
EIN-02-0272138,THE LAKES REGION MENTAL HEALTH CENTER INC,LACONIA,NH,624100.0
EIN-02-0273178,PEMI-BAKER COMMUNITY HEALTH,PLYMOUTH,NH,621610.0
EIN-02-0275078,FOUNDATION FOR HEALTHY COMMUNITIES,CONCORD,NH,900099.0
EIN-02-0277265,NUTFIELD COOPERATIVE KINDERGARTEN AND NURSERY SCHOOL,EAST DERRY,NH,624410.0
EIN-02-0279045,MONADNOCK COMMUNITY EARLY LEARNING CENTER,PETERBOROUGH,NH,624410.0
EIN-02-0280183,UNITED CHURCH OF CHRIST RETIREMENT COMMUNITY INC,CONCORD,NH,623000.0
EIN-02-0301063,KEENE DAY CARE CENTER INC,KEENE,NH,624410.0
EIN-02-0301103,HISTORIC HARRISVILLE INC,HARRISVILLE,NH,531120.0
EIN-02-0301208,NEW HAMPSHIRE FARM MUSEUM INC,MILTON,NH,453220.0
EIN-02-0304203,GREATER SEACOAST COMMUNITY HEALTH,SOMERSWORTH,NH,621400.0
EIN-02-0306538,NUTFIELD HEIGHTS INC,DERRY,NH,531110.0
EIN-02-0309681,NORTHEAST CATHOLIC COLLEGE,WARNER,NH,611600.0
EIN-02-0312473,MAPS COUNSELING SERVICES,KEENE,NH,621300.0
EIN-02-0312941,LINWOOD MEDICAL CENTER,N WOODSTOCK,NH,621910.0
EIN-02-0315706,HOME CARE HOSPICE & PALLIATIVE CARE ALLIANCE OF NEW HAMPSHIRE,CONCORD,NH,561000.0
EIN-02-0324948,CENTRAL NEW HAMPSHIRE VNA & HOSPICE,LACONIA,NH,621610.0
EIN-02-0325847,SALEMHAVEN INC,SALEM,NH,623000.0
EIN-02-0329795,LAKES REGION COMMUNITY SERVICES COUNCIL,LACONIA,NH,624100.0
EIN-02-0334694,COMMUNITY ALCOHOL INFORMATION PROGRAM,PENACOOK,NH,624100.0
EIN-02-0338521,CATHEDRAL OF THE PINES FOUNDATION,RINDGE,NH,900099.0
EIN-02-0341052,RURAL HOUSING FOR THE ELDERLY,MANCHESTER,NH,531110.0
EIN-02-0341593,RIVERSIDE HOUSING CORPORATION,CONCORD,NH,532000.0
EIN-02-0341731,PRO PORTSMOUTH INC,PORTSMOUTH,NH,711300.0
EIN-02-0344073,THOMAS MORE COLLEGE OF LIBERAL ARTS INCORPORATED,MERRIMACK,NH,611310.0
EIN-02-0344666,PITTSFIELD YOUTH BASEBALL INC,PITTSFIELD,NH,713990.0
EIN-02-0344807,NASHUA ASSOCIATION FOR THE ELDERLY INC,NASHUA,NH,900099.0
EIN-02-0345712,AMERICAN YOUTH FOOTBALL INC,HUDSON,NH,711300.0
EIN-02-0347918,LAKES REGION CONSERVATION TRUST,CENTER HARBOR,NH,900099.0
EIN-02-0348709,NORTH COUNTRY CHAMBER PLAYERS INC,FRANCONIA,NH,711130.0
EIN-02-0351655,SONATA HOUSING INC,CENTER CONWAY,NH,531110.0
EIN-02-0358123,MONADNOCK COMMUNITY SERVICE CTR,KEENE,NH,531300.0
EIN-02-0358715,WHITE MOUNTAIN COMMUNITY HEALTH CENTER,CONWAY,NH,621400.0
EIN-02-0358724,LUKAS FOUNDATION,TEMPLE,NH,623990.0
EIN-02-0359604,MARION GERRISH COMMUNITY CENTER INC,DERRY,NH,532000.0
EIN-02-0361471,LAMBS WORKSHOP INC,BEDFORD,NH,624110.0
EIN-02-0363170,VILLAGE PLAYERS,WOLFEBORO,NH,711110.0
EIN-02-0364132,BLUEBERRY EXPRESS DAYCARE INC,PITTSFIELD,NH,624410.0
EIN-02-0366120,BEHAVIORAL HEALTH & DEVELOPMENTAL SERVICES OF STAFFORD COUNTY INC,DOVER,NH,624100.0
EIN-02-0366120,BEHAVIORAL HEALTH & DEVELOPMENTAL SERVICES OF STAFFORD COUNTY INC,DOVER,NH,624100.0
EIN-02-0367054,AMERICAN YOUTH FOOTBALL INC,PELHAM,NH,711210.0
EIN-02-0369906,HUNT COMMUNITY,NASHUA,NH,623000.0
EIN-02-0371590,ALTON HOUSING FOR THE ELDERLY INC,CONCORD,NH,532000.0
EIN-02-0378184,THE WHITE MOUNTAIN WALDORF SCHOOL,CONWAY,NH,611600.0
EIN-02-0387625,GILFORD VILLAGE KNOLLS INC,BEDFORD,NH,531110.0
EIN-02-0387997,UPPER VALLEY LAND TRUST INC,HANOVER,NH,541610.0
EIN-02-0388924,NEW HAMPSHIRE PUBLIC DEFENDER,CONCORD,NH,813319.0
EIN-02-0388924,NEW HAMPSHIRE PUBLIC DEFENDER,CONCORD,NH,813319.0
EIN-02-0389434,STRAFFORD HEALTH ALLIANCE,SOMERSWORTH,NH,621400.0
EIN-02-0390548,CHESCO INC,KEENE,NH,624100.0
EIN-02-0392003,MILTON LEARNING CENTER,MILTON,NH,611600.0
EIN-02-0395289,SEACOAST MENTAL HEALTH CENTER RESOURCE GROUP INC,PORTSMOUTH,NH,531120.0
EIN-02-0397683,BRAIN INJURY ASSOCIATION OF NEW HAMPSHIRE,CONCORD,NH,624100.0
EIN-02-0400703,THE RIVERWOODS COMPANY AT EXETER NEW HAMPSHIRE,EXETER,NH,623000.0
EIN-02-0405347,SNHS FARMINGTON ELDERLY HOUSING INC,MANCHESTER,NH,531110.0
EIN-02-0405349,SNHS ELDERLY HOUSING II INC,MANCHESTER,NH,531110.0
EIN-02-0405852,THE FRONT DOOR AGENCY INC,NASHUA,NH,900099.0
EIN-02-0407490,ARTS ALLIANCE OF NORTHERN NEW HAMPSHIRE,LANCASTER,NH,711320.0
EIN-02-0410827,FRANCESTOWN LAND TRUST INC,FRANCESTOWN,NH,531390.0
EIN-02-0418158,CHESHIRE HOUSING TRUST INC,KEENE,NH,531110.0
EIN-02-0423502,UPPER VALLEY TEACHER TRAINING PROGRAM INCORPORATED,LEBANON,NH,611600.0
